,lgbm_net,lgbm_gross,ma_net,ma_gross,buy_and_hold
2021-08-17 00:00:00+00:00,1.0,1.0,1.0,1.0,1.0
2021-08-18 00:00:00+00:00,0.9999069127190703,1.0002069127190703,0.9999069127190703,1.0002069127190703,0.9999069127190703
2021-08-19 00:00:00+00:00,1.0456264041913919,1.0462401833895392,1.0456264041913919,1.0462401833895392,1.0456264041913919
2021-08-20 00:00:00+00:00,0.9887528886274509,0.9889591373104122,1.102499919755333,1.1035212294686663,1.102499919755333
2021-08-21 00:00:00+00:00,0.9887528886274509,0.9889591373104122,1.0911583701871832,1.0926845952250364,1.0911583701871832
2021-08-22 00:00:00+00:00,0.9970110241387113,0.9975632817700352,1.100271803673846,1.1021911721415403,1.100271803673846
2021-08-23 00:00:00+00:00,1.0013529071054008,1.0026374169871353,1.1050633769738776,1.1077975002259268,1.1050633769738776
2021-08-24 00:00:00+00:00,0.9640580839256129,0.9661033599867058,1.0639059159486388,1.0674316248531484,1.0639059159486388
2021-08-25 00:00:00+00:00,0.9387156953841752,0.9403249390850535,1.0918730245109325,1.0959137757790884,1.0918730245109325
2021-08-26 00:00:00+00:00,0.9387156953841752,0.9403249390850535,1.043732012253394,1.0480534098768728,1.043732012253394
2021-08-27 00:00:00+00:00,0.9387156953841752,0.9403249390850535,1.0931164496668337,1.0979567313069463,1.0931164496668337
2021-08-28 00:00:00+00:00,0.9422361605393076,0.9432366831508677,1.0890169354150994,1.0945568757208395,1.0890169354150994
2021-08-29 00:00:00+00:00,0.9393235002955285,0.9406039010754864,1.085650543351808,1.0915017255402328,1.085650543351808
2021-08-30 00:00:00+00:00,0.904837220345083,0.9064708395093806,1.0457920190472374,1.0518928151851124,1.0457920190472374
2021-08-31 00:00:00+00:00,0.904837220345083,0.9064708395093806,1.0476726167117658,1.0547028017547992,1.0476726167117658
2021-09-01 00:00:00+00:00,0.904837220345083,0.9064708395093806,1.0841734969262609,1.092564921382115,1.0841734969262609
2021-09-02 00:00:00+00:00,0.9119619014664987,0.914937405956531,1.0927102704720528,1.1027696329972332,1.0927102704720528
2021-09-03 00:00:00+00:00,0.8994591638717916,0.901427646246889,1.1076910166597875,1.11905288107507,1.1076910166597875
2021-09-04 00:00:00+00:00,0.8972327098728953,0.8998719035775795,1.104949121093381,1.1171215465707969,1.104949121093381
2021-09-05 00:00:00+00:00,0.9303591821367836,0.9333657783284766,1.1457446315670161,1.1587016081480221,1.1457446315670161
2021-09-06 00:00:00+00:00,0.9458084204440739,0.9493015996944396,1.1647704897433424,1.1784847009853971,1.1647704897433424
2021-09-07 00:00:00+00:00,1.0506908496164384,1.054163412567497,1.0356069554038951,1.0483068499965555,1.0356069554038951
2021-09-08 00:00:00+00:00,1.0323927105346942,1.0361210466427428,1.017571507478447,1.0303647211353406,1.017571507478447
2021-09-09 00:00:00+00:00,1.024822252327581,1.0282124125129781,1.025033282916715,1.038229417664844,1.025033282916715
2021-09-10 00:00:00+00:00,1.024822252327581,1.0282124125129781,0.9904158119915081,1.0034893313565159,0.9904158119915081
2021-09-11 00:00:00+00:00,1.024822252327581,1.0282124125129781,0.9974693970899392,1.0109370707959142,0.9974693970899392
2021-09-12 00:00:00+00:00,1.0438564526688576,1.0476180426074944,1.0159955681360704,1.0300166603884506,1.0159955681360704
2021-09-13 00:00:00+00:00,1.0192694727314184,1.0232567476472914,0.99206482307393,1.0060646677183056,0.99206482307393
2021-09-14 00:00:00+00:00,1.066809298658638,1.0712895213950426,1.0383357948426293,1.053290426718897,1.0383357948426293
2021-09-15 00:00:00+00:00,1.0895744070030695,1.0944716220205264,1.0604932946855863,1.0760830370939705,1.0604932946855863
2021-09-16 00:00:00+00:00,1.0810808431262746,1.0862682243498778,1.0522264269237966,1.0680174674598994,1.0522264269237966
2021-09-23 00:00:00+00:00,1.0810808431262746,1.0862682243498778,0.9876976580803639,1.0027614459642402,0.9876976580803639
2021-09-24 00:00:00+00:00,1.0322643101318454,1.0370826042473626,0.9430978710979497,0.957356966270319,0.9430978710979497
2021-09-25 00:00:00+00:00,1.0284564029749523,1.0335227168450272,0.9396188889247252,0.9540707449126316,0.9396188889247252
2021-09-26 00:00:00+00:00,1.0284564029749523,1.0335227168450272,0.9504979287132134,0.965219873284414,0.9504979287132134
2021-09-27 00:00:00+00:00,1.0036624999511585,1.0089167325520476,0.9275834391921575,0.9422400348597603,0.9275834391921575
2021-09-28 00:00:00+00:00,0.9769058128732229,0.9821775956944743,0.9028549474707395,0.9172680184069555,0.9028549474707395
2021-09-29 00:00:00+00:00,0.988524532494002,0.9939952034178617,0.9135929514365907,0.9283046309974491,0.9135929514365907
2021-09-30 00:00:00+00:00,0.988524532494002,0.9939952034178617,0.9638899533811657,0.9796829605027106,0.9638899533811657
2021-10-01 00:00:00+00:00,0.988524532494002,0.9939952034178617,1.0590365421709713,1.0764816516511413,1.0590365421709713
2021-10-02 00:00:00+00:00,0.9781631173785872,0.9837229016380031,1.0479360415003989,1.065356905426795,1.0479360415003989
2021-10-03 00:00:00+00:00,0.9893852115039232,0.9953038979280899,1.0599586138976955,1.0778989478544159,1.0599586138976955
2021-10-04 00:00:00+00:00,1.0098446802314271,1.0161843501736705,1.0818774680116803,1.1005121593098197,1.0818774680116803
2021-10-05 00:00:00+00:00,0.9635975597143356,0.9695683047170063,1.1314234215898045,1.150996625868698,1.1314234215898045
2021-10-06 00:00:00+00:00,0.9635975597143356,0.9695683047170063,1.2161022790626843,1.2374856950612059,1.2161022790626843
2021-10-07 00:00:00+00:00,0.9905321894255572,0.9959732044952067,1.1821095979404566,1.2037844224473233,1.1821095979404566
2021-10-08 00:00:00+00:00,0.9905321894255572,0.9959732044952067,1.1847951442251545,1.2073636769530995,1.1847951442251545
2021-10-09 00:00:00+00:00,1.008268941411594,1.01416311659887,1.2060104241037106,1.2294143095020584,1.2060104241037106
2021-10-10 00:00:00+00:00,1.013465274156886,1.0189749726903239,1.19979498772504,1.223581160339686,1.19979498772504
2021-10-11 00:00:00+00:00,1.013465274156886,1.0189749726903239,1.2608507341204958,1.2862144233152388,1.2608507341204958
2021-10-12 00:00:00+00:00,1.013465274156886,1.0189749726903239,1.227840132627692,1.2529256340029404,1.227840132627692
2021-10-13 00:00:00+00:00,1.013465274156886,1.0189749726903239,1.2577625507833887,1.28383526258007,1.2577625507833887
2021-10-14 00:00:00+00:00,1.0126847459927633,1.0187004936655921,1.256793875171408,1.28348943872744,1.256793875171408
2021-10-15 00:00:00+00:00,0.9369407529987934,0.9419291010392452,1.3507960677121138,1.3802158781912655,1.3507960677121138
2021-10-16 00:00:00+00:00,0.9240281918114874,0.9300711652398311,1.332179909945383,1.3628403546461638,1.332179909945383
2021-10-17 00:00:00+00:00,0.9240281918114874,0.9300711652398311,1.3447619198529288,1.377288230983491,1.3447619198529288
2021-10-18 00:00:00+00:00,0.9303759478541954,0.9371174553052661,1.353999971979905,1.3877226716391338,1.353999971979905
2021-10-19 00:00:00+00:00,0.9303759478541954,0.9371174553052661,1.4032616191514682,1.4386965706621477,1.4032616191514682
2021-10-20 00:00:00+00:00,0.9303759478541954,0.9371174553052661,1.4402214101542572,1.4777871926171755,1.4402214101542572
2021-10-21 00:00:00+00:00,0.985697307929608,0.9910757004831454,1.3545839778848363,1.3926977481632863,1.3545839778848363
2021-10-22 00:00:00+00:00,1.010756821332298,1.0153679100406487,1.3201462097426329,1.358561399615791,1.3201462097426329
2021-10-23 00:00:00+00:00,1.0199991920778155,1.0252456936374288,1.3322176402303822,1.3717778656628679,1.3322176402303822
2021-10-24 00:00:00+00:00,1.028047430732001,1.032305623965579,1.3217058617984325,1.3623316848913898,1.3217058617984325
2021-10-25 00:00:00+00:00,1.028047430732001,1.032305623965579,1.3688301539565277,1.4120851344060283,1.3688301539565277
2021-10-26 00:00:00+00:00,1.0747505273809,1.0775749940448298,1.3066456622053644,1.3501614142898173,1.3066456622053644
2021-10-27 00:00:00+00:00,1.1096788787101286,1.1116630246597659,1.2641809435663878,1.3074503789746255,1.2641809435663878
