entry_date,exit_date,direction,entry_price,exit_price,gross_pnl_pct,net_pnl_pct,costs_pct
2021-08-18 00:00:00+00:00,2022-01-11 00:00:00+00:00,1,44704.85,41801.55,-0.06494373652970531,-0.0667437365297053,0.0018
2022-01-11 00:00:00+00:00,2023-02-19 00:00:00+00:00,-1,41801.55,24636.8,0.4106247256381642,0.4088247256381642,0.0018
2023-02-19 00:00:00+00:00,2023-09-25 00:00:00+00:00,1,24636.8,26232.4,0.06476490453305628,0.06296490453305628,0.0018
2023-09-25 00:00:00+00:00,2023-10-04 00:00:00+00:00,-1,26232.4,27412.0,-0.044967292356017596,-0.0467672923560176,0.0018
2023-10-04 00:00:00+00:00,2025-11-18 00:00:00+00:00,1,27412.0,92169.8,2.362388734860645,2.360588734860645,0.0018
2025-11-18 00:00:00+00:00,2026-04-28 00:00:00+00:00,-1,92169.8,76298.1,0.17220065574624221,0.17040065574624222,0.0018
