,lgbm_net,rf_net,lr_net,buy_and_hold
2022-12-04 00:00:00+00:00,0.4661641826185394,1.3093850561195644,0.7432352523109143,0.5299194777754258
2022-12-05 00:00:00+00:00,0.47001355731287187,1.3093850561195644,0.7432352523109143,0.5255436404549257
2022-12-06 00:00:00+00:00,0.4666793415633724,1.3000964468691572,0.7485076676386889,0.5292717794751534
2022-12-07 00:00:00+00:00,0.4598315997697956,1.3000964468691572,0.7485076676386889,0.5215055979417447
2022-12-08 00:00:00+00:00,0.44922934990583785,1.3000964468691572,0.7657658667736909,0.5335298534683311
2022-12-09 00:00:00+00:00,0.4467765409553761,1.3000964468691572,0.7657658667736909,0.5306167606345705
2022-12-10 00:00:00+00:00,0.4467765409553761,1.3000964468691572,0.7656764185939485,0.5305547799359799
2022-12-11 00:00:00+00:00,0.44566220927904465,1.296853799773286,0.7637666999564507,0.5292314920210694
2022-12-12 00:00:00+00:00,0.448864281800962,1.3061716639106018,0.7692543457836398,0.533034007879606
2022-12-13 00:00:00+00:00,0.433803841276117,1.3061716639106018,0.7692543457836398,0.5509185384579385
2022-12-14 00:00:00+00:00,0.433803841276117,1.3081407927669848,0.7692543457836398,0.5517490798190533
2022-12-15 00:00:00+00:00,0.4227881246836326,1.2749227645591228,0.7692543457836398,0.5377383429026363
2022-12-16 00:00:00+00:00,0.4227881246836326,1.2749227645591228,0.7369933476493393,0.5151866657204277
2022-12-17 00:00:00+00:00,0.4227881246836326,1.2749227645591228,0.7433728414400853,0.5196461769840252
2022-12-18 00:00:00+00:00,0.4218375573947148,1.2720563172652368,0.7417014938659983,0.5184778408155913
2022-12-19 00:00:00+00:00,0.4142456260765945,1.2491627554565088,0.7283528796867516,0.5091466466427688
2022-12-20 00:00:00+00:00,0.4257936318676908,1.283985908257563,0.7486573144064295,0.523340226620028
2022-12-21 00:00:00+00:00,0.4240891663841141,1.283985908257563,0.7456604153080665,0.5212452790076639
2022-12-22 00:00:00+00:00,0.423985789039696,1.283672919707071,0.7454786507177812,0.5211182185755531
2022-12-23 00:00:00+00:00,0.42299992216975746,1.280688077676769,0.7454786507177812,0.5199064959181059
2022-12-24 00:00:00+00:00,0.42299992216975746,1.2846958578964844,0.7454786507177812,0.5215334892561105
2022-12-25 00:00:00+00:00,0.42288681319354604,1.2843523338776517,0.7454786507177812,0.5213940326842815
2022-12-26 00:00:00+00:00,0.42288681319354604,1.2843523338776517,0.7454786507177812,0.5241366785969178
2022-12-27 00:00:00+00:00,0.417518496772787,1.268048184613863,0.7549420937884024,0.5174830506032113
2022-12-28 00:00:00+00:00,0.4135378913969843,1.2559586617317242,0.7477445047470018,0.5125493869953954
2022-12-29 00:00:00+00:00,0.415820738575444,1.2628919119775739,0.7518722678090612,0.5153788058860587
2022-12-30 00:00:00+00:00,0.41509312791943986,1.2606820808477357,0.7505566281036294,0.5144769867215647
2022-12-31 00:00:00+00:00,0.4135028860733277,1.2558523468320069,0.7476812093659845,0.512506000506382
2023-01-01 00:00:00+00:00,0.4153206625232074,1.261373127695898,0.7509680480802421,0.5147589989001521
2023-01-02 00:00:00+00:00,0.41671337432868605,1.2656029419203647,0.7509680480802421,0.5164851613559017
