Date,Open,High,Low,Close,Volume,funding_rate,funding_mean_3,funding_mean_14,funding_mean_30,funding_vol_3,funding_vol_14,funding_vol_30,funding_z_5,funding_z_20,funding_z_60,btc_vol_5,btc_vol_20,btc_vol_60,btc_rsi_7,btc_rsi_14,btc_rsi_28,btc_sma_10,btc_sma_50,btc_sma_200
2020-02-02,9384.41,9477.03,9120.0,9331.51,45690.91254,0.00128703,0.00162992,0.0009584228571428571,0.000717315,0.00031200217034501476,0.0006516603999775504,0.0005524912828131161,-0.5593039771438049,0.6306470861930215,,0.28582481485684413,0.5214573433360351,,77.79950493124568,64.44140752184511,68.5647766497292,9056.011,,
2020-02-03,9331.59,9618.79,9234.0,9292.24,50892.133451,0.00106539,0.0014165066666666666,0.0009984621428571429,0.0007470043333333334,0.00043070701925245326,0.0006387401746608898,0.0005462235311708135,-0.6629930121600801,0.19265993248156038,,0.2795582454698632,0.39608797020465536,,68.57573328435309,65.04033807141387,65.48736170552709,9141.335,,
2020-02-04,9291.35,9350.0,9093.01,9197.02,53308.175266,0.00191924,0.0014238866666666666,0.0011046778571428572,0.0008009790000000001,0.00044307140060416124,0.0006606007723647475,0.0005795173342166618,0.9028044432909127,1.5127830870150258,,0.14420396207933878,0.39993675980711235,,36.65717857192786,60.6610454063612,61.28200397324014,9226.979,,
2020-02-05,9197.02,9744.45,9177.22,9612.04,64870.415615,0.00072631,0.0012369800000000002,0.0011269914285714287,0.0008151893333333334,0.0006146973582991877,0.0006404421085571955,0.0005719870800622694,-1.248555502575324,-0.4705345198837806,,0.42357619282431236,0.43285522152666805,,65.42784176160326,68.42132377997142,65.60160100741078,9326.683,,
2020-02-06,9612.03,9862.57,9526.35,9772.0,64949.706588,0.00297988,0.0018751433333333333,0.0012881942857142857,0.0009045186666666667,0.0011274319594695428,0.0007960657816239354,0.0006865451014229261,1.5591864362375027,2.509912633389754,,0.4324343375506551,0.42936005505991515,,63.55475010732713,78.42402826850562,69.90628692494894,9413.126,,
2020-02-07,9772.0,9885.0,9730.0,9813.73,43966.114632,0.0008996,0.0015352633333333334,0.0012704578571428571,0.0009236673333333334,0.001254071505630095,0.0008021745051965703,0.0006777835460398097,-0.6600370084759677,-0.3072218702174688,,0.4113973332243532,0.42893152815811164,,77.56154158984917,78.48886125785523,67.684152725688,9457.078,,
2020-02-08,9813.87,9940.0,9667.11,9895.05,43600.843666,0.00202088,0.0019667866666666666,0.0013933778571428572,0.00098103,0.0010411944036217888,0.0007733595814385098,0.0006957636823985767,0.3392088296314901,1.1435419313818609,,0.38479753878908746,0.4085346298849948,,78.81822903722228,82.4435956837955,70.94838874012966,9516.43,,
2020-02-09,9895.04,10166.0,9880.75,10151.75,43408.475616,0.00238271,0.0017677300000000001,0.001542142857142857,0.0010504536666666666,0.0007732835895711221,0.0007467145549717061,0.000728599070188259,0.6003595777178428,1.4368873782295974,,0.3038400696062433,0.4117976359004206,,87.65263215873621,82.31276782743178,71.53188778019357,9580.284000000001,,
2020-02-10,10151.72,10188.0,9756.0,9851.83,59573.084619,0.0032967300000000003,0.0025667733333333336,0.001756195,0.0011477293333333333,0.0006575391917090051,0.0007914336957577486,0.0008243105115726692,1.0484306469643252,2.1446279149199725,,0.404433462300168,0.44230300906352144,,70.72755154196368,69.7934833645955,68.1693267868035,9630.178,,
2020-02-11,9851.74,10323.59,9700.0,10223.08,62422.395224,0.0015890600000000002,0.0024228333333333337,0.0017746399999999999,0.001190698,0.0008545417594438157,0.0007837292755105599,0.0008121042338076289,-0.5016164928740995,0.16473732665613505,,0.4873232367768426,0.4576407567124982,,81.55360108244227,68.53516981160848,65.8275033209936,9714.025,,
2020-02-12,10223.08,10450.0,10223.08,10326.46,61008.06393,0.00511939,0.0033350599999999995,0.0019801600000000003,0.0013513443333333336,0.0017654770938474382,0.0011884863120405263,0.001066624483604892,1.5982565212520035,2.948017591427398,,0.48466160517638834,0.4194679529021525,,77.17955351296237,72.08339258546278,66.51741129727364,9813.52,,
2020-02-13,10325.33,10500.0,10080.0,10229.63,79344.358759,0.0024837,0.00306405,0.0020980464285714285,0.0014188343333333335,0.001835323423568717,0.0011471093125739826,0.001072255917492562,-0.3653038119953013,0.636500029395632,,0.513744612509576,0.427209450807272,,68.2886670449531,66.2399013482583,66.58420083574951,9907.259,,
2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.480173,0.00193725,0.003180113333333333,0.0021145907142857143,0.0014571130000000001,0.0017015426509592198,0.0011426760064896532,0.0010694861330698125,-0.6745125371261987,0.10757615361208477,,0.4787096572557273,0.4162829716566482,,70.03692990865775,72.94910075684462,65.9974423408428,10021.992999999999,,
2020-02-15,10344.36,10375.0,9801.0,9904.72,57657.202947,0.00243342,0.00228479,0.0021528992857142858,0.0015106746666666668,0.00030202658541922937,0.0011438132639113123,0.0010770288376273495,-0.20007114965811698,0.4740715433531954,,0.5702065559021442,0.46392685523896504,,50.287378525343875,60.12647630318322,60.06924925655461,10051.260999999999,,
2020-02-16,9904.46,10050.0,9638.12,9917.27,60023.999537,0.00149022,0.00195363,0.002167412857142857,0.0015330900000000002,0.0004718132981381512,0.0011332213911705836,0.0010690788274281616,-0.8494736763763511,-0.48475282445311474,,0.42908478566728353,0.44883414831512536,,41.84871028295262,61.587643223362726,62.909375139350324,10065.787999999999,,
2020-02-17,9910.7,9964.16,9452.67,9706.0,70261.011901,0.0019521500000000002,0.0019585966666666667,0.002230752857142857,0.0015744073333333333,0.00047163304552727564,0.0010908781120619404,0.0010601919092605872,-0.2618593347190628,-0.06072654682249121,,0.4049024284429797,0.41253662086137616,,44.59748823766814,57.66358463723895,60.94287871832143,10055.015,,
2020-02-18,9706.0,10250.0,9576.01,10164.71,70604.124019,0.00070581,0.0013827266666666669,0.0021440792857142857,0.001547322,0.0006300848843079279,0.001163331881526666,0.0010719867526150075,-1.5352438532607393,-1.1802502272138393,,0.6478896381366919,0.45120319341207016,,47.96918816233023,65.79638982566422,63.67147428533019,10081.981,,
2020-02-19,10164.78,10250.0,9350.0,9593.79,55162.586895,0.0012564,0.0013047866666666668,0.002181942857142857,0.001572374,0.0006245772978850056,0.0011215122871059727,0.0010554383162740069,-0.47142169711591936,-0.6851894813035985,,0.7813545767249066,0.5153109680489527,,30.766282519086744,49.71651894583272,57.93611956202801,10026.185,8928.3434,
2020-02-20,9594.65,9699.0,9400.0,9596.42,60152.342914,0.00030000000000000003,0.0007540699999999999,0.0019905228571428573,0.0015679666666666668,0.0004800229272649411,0.0012007462466728349,0.0010606268943065876,-1.2937324668318435,-1.4593819628824956,,0.7236779514036253,0.5093439986334548,,32.512358805809214,47.13252634258586,60.90070019092998,10000.643999999998,8976.2548,
2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.554524,0.00030000000000000003,0.0006188,0.0019476942857142856,0.0015641693333333334,0.000552177797452961,0.0012522399921906973,0.0010650956898178238,-0.854350349514317,-1.3176182314843532,,0.7329576254322421,0.5101824665437069,,31.2168210093608,47.79582516253389,61.22799157659458,9946.041000000001,9030.481600000001,
2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.757623,0.00032243,0.0003074766666666667,0.0018263764285714288,0.0015508156666666668,1.2949966538079974e-05,0.001324776919093621,0.0010784328417332491,-0.6099047766582968,-1.2107301750537187,,0.7113129307951985,0.5095346269431176,,40.6867708562415,45.990772817553214,62.04080132325425,9878.481,9076.5996,
